contour_id,order,x,y,closed
0,0,5.0000000000,46.3494766253,true
0,1,5.1571202698,46.9779577046,true
0,2,5.3142405396,47.6064387839,true
0,3,5.4713608094,48.2349198631,true
0,4,5.6284810793,48.8634009424,true
0,5,5.7856013491,49.4918820216,true
0,6,5.9427216189,50.1203631009,true
0,7,6.0998418887,50.7488441801,true
0,8,6.2569621585,51.3773252594,true
0,9,6.4140824283,52.0058063386,true
0,10,6.5712026981,52.6342874179,true
0,11,6.7283229680,53.2627684972,true
0,12,6.8854432378,53.8912495764,true
0,13,7.0425635076,54.5197306557,true
0,14,7.1996837774,55.1482117349,true
0,15,7.4188288909,55.7518590928,true
0,16,7.7388597787,56.3151134554,true
0,17,8.0588906666,56.8783678180,true
0,18,8.3789215544,57.4416221806,true
0,19,8.6989524423,58.0048765432,true
0,20,9.0189833301,58.5681309058,true
0,21,9.3390142179,59.1313852684,true
0,22,9.6590451058,59.6946396310,true
0,23,9.9790759936,60.2578939936,true
0,24,10.2991068815,60.8211483562,true
0,25,10.6191377693,61.3844027188,true
0,26,10.9391686572,61.9476570814,true
0,27,11.2591995450,62.5109114441,true
0,28,11.5792304329,63.0741658067,true
0,29,11.8992613207,63.6374201693,true
0,30,12.2192922085,64.2006745319,true
0,31,12.5263920309,64.7688014490,true
0,32,12.6576446960,65.4031893304,true
0,33,12.7888973611,66.0375772119,true
0,34,12.9201500262,66.6719650933,true
0,35,13.0514026914,67.3063529747,true
0,36,13.1826553565,67.9407408561,true
0,37,13.3139080216,68.5751287375,true
0,38,13.4451606867,69.2095166189,true
0,39,13.5764133518,69.8439045003,true
0,40,13.7076660169,70.4782923817,true
0,41,13.9641660599,71.0587288551,true
0,42,14.3349954810,71.5899169447,true
0,43,14.7058249021,72.1211050344,true
0,44,15.0766543232,72.6522931241,true
0,45,15.4474837443,73.1834812138,true
0,46,15.8183131654,73.7146693035,true
0,47,16.1891425865,74.2458573931,true
0,48,16.5599720076,74.7770454828,true
0,49,16.9308014287,75.3082335725,true
0,50,17.3016308498,75.8394216622,true
0,51,17.7015343964,76.3110883820,true
0,52,18.3484624621,76.2770395364,true
0,53,18.9953905279,76.2429906909,true
0,54,19.6423185937,76.2089418453,true
0,55,20.2892466594,76.1748929997,true
0,56,20.9361747252,76.1408441541,true
0,57,21.5831027910,76.1067953086,true
0,58,22.1692487394,75.8340516003,true
0,59,22.7536724598,75.5545446035,true
0,60,23.3380961802,75.2750376068,true
0,61,23.9225199006,74.9955306101,true
0,62,24.5069436210,74.7160236134,true
0,63,25.0913673414,74.4365166167,true
0,64,25.6757910618,74.1570096200,true
0,65,26.2602147822,73.8775026233,true
0,66,26.8923695304,73.8188459737,true
0,67,27.5400581339,73.8320641084,true
0,68,28.1877467374,73.8452822432,true
0,69,28.8354353409,73.8585003780,true
0,70,29.4831239443,73.8717185127,true
0,71,30.1308125478,73.8849366475,true
0,72,30.7785011513,73.8981547823,true
0,73,31.4261897548,73.9113729170,true
0,74,32.0738783583,73.9245910518,true
0,75,32.7215669618,73.9378091866,true
0,76,33.3692555652,73.9510273213,true
0,77,34.0169441687,73.9642454561,true
0,78,34.6646327722,73.9774635909,true
0,79,35.3123213757,73.9906817256,true
0,80,35.9600099792,74.0038998604,true
0,81,36.6076985827,74.0171179952,true
0,82,36.9267901019,74.5648814601,true
0,83,37.2310164068,75.1368269134,true
0,84,37.5352427118,75.7087723667,true
0,85,37.8394690167,76.2807178200,true
0,86,38.1436953217,76.8526632733,true
0,87,38.4479216266,77.4246087266,true
0,88,38.7521479316,77.9965541799,true
0,89,39.0563742365,78.5684996332,true
0,90,39.4485808422,79.0610840980,true
0,91,39.9862426922,79.4224633742,true
0,92,40.5239045422,79.7838426504,true
0,93,41.0615663921,80.1452219266,true
0,94,41.5992282421,80.5066012028,true
0,95,42.1368900920,80.8679804790,true
0,96,42.6745519420,81.2293597552,true
0,97,43.2122137920,81.5907390314,true
0,98,43.7498756419,81.9521183076,true
0,99,44.2875374919,82.3134975838,true
