contour_id,order,x,y,closed
0,0,5.0000000000,40.6080628619,true
0,1,5.5455458683,41.3461543308,true
0,2,6.0910917366,42.0842457996,true
0,3,6.6366376049,42.8223372685,true
0,4,7.4355519495,43.1896666593,true
0,5,8.3214155102,43.4297605215,true
0,6,9.2072790709,43.6698543837,true
0,7,10.0931426315,43.9099482460,true
0,8,10.9790061922,44.1500421082,true
0,9,11.8648697529,44.3901359705,true
0,10,12.7507333135,44.6302298327,true
0,11,13.6365968742,44.8703236949,true
0,12,14.5224604349,45.1104175572,true
0,13,15.4083239955,45.3505114194,true
0,14,16.2941875562,45.5906052816,true
0,15,17.1800511169,45.8306991439,true
0,16,17.8692699822,46.1184262709,true
0,17,17.1914709096,46.7372862938,true
0,18,16.5136718369,47.3561463166,true
0,19,15.8358727642,47.9750063395,true
0,20,15.1580736916,48.5938663624,true
0,21,14.4802746189,49.2127263852,true
0,22,13.8024755463,49.8315864081,true
0,23,13.1390590239,50.4596014676,true
0,24,12.8652953340,51.3356452752,true
0,25,12.5915316441,52.2116890829,true
0,26,12.3177679542,53.0877328905,true
0,27,12.0440042644,53.9637766981,true
0,28,11.7702405745,54.8398205058,true
0,29,11.4964768846,55.7158643134,true
0,30,11.2227131947,56.5919081211,true
0,31,11.1986974631,57.4575817093,true
0,32,11.5441450250,58.3079141694,true
0,33,11.8895925869,59.1582466295,true
0,34,12.2350401489,60.0085790897,true
0,35,12.5804877108,60.8589115498,true
0,36,12.9259352727,61.7092440100,true
0,37,13.2713828347,62.5595764701,true
0,38,13.6168303966,63.4099089302,true
0,39,14.1262843947,64.1514624852,true
0,40,14.7752833588,64.8004614493,true
0,41,15.4242823229,65.4494604134,true
0,42,16.0732812870,66.0984593775,true
0,43,16.7222802511,66.7474583416,true
0,44,17.3197030436,67.4139994936,true
0,45,17.2009925479,68.3241132937,true
0,46,17.0822820523,69.2342270937,true
0,47,16.9635715566,70.1443408937,true
0,48,16.8448610610,71.0544546938,true
0,49,16.7261505653,71.9645684938,true
0,50,16.8054192220,72.8731372853,true
0,51,16.9383192597,73.7812875431,true
0,52,17.0712192975,74.6894378009,true
0,53,17.2041193352,75.5975880588,true
0,54,17.3370193729,76.5057383166,true
0,55,17.4699194106,77.4138885744,true
0,56,17.6028194484,78.3220388322,true
0,57,17.7357194861,79.2301890900,true
0,58,17.8686195238,80.1383393479,true
0,59,18.0781228416,81.0254572916,true
0,60,18.4275838223,81.8741482446,true
0,61,18.7770448030,82.7228391977,true
0,62,19.1265057836,83.5715301507,true
0,63,19.4759667643,84.4202211038,true
0,64,19.8254277450,85.2689120568,true
0,65,20.1748887256,86.1176030099,true
0,66,20.5243497063,86.9662939629,true
0,67,20.8738106870,87.8149849160,true
0,68,21.4290583064,88.5451418267,true
0,69,21.9878462737,89.2732594810,true
0,70,22.5466342409,90.0013771353,true
