contour_id,order,x,y,closed
0,0,5.8680236386,73.6965409859,true
0,1,6.5992466875,73.8845697699,true
0,2,7.3304697363,74.0725985539,true
0,3,8.0616927852,74.2606273379,true
0,4,8.7929158341,74.4486561218,true
0,5,9.5241388829,74.6366849058,true
0,6,9.6951375537,75.3626443054,true
0,7,9.8533343706,76.1008961174,true
0,8,10.0115311874,76.8391479294,true
0,9,10.1697280043,77.5773997414,true
0,10,10.8347803460,77.2239842657,true
0,11,11.5008280562,76.8684249618,true
0,12,12.1668757663,76.5128656578,true
0,13,12.8329234765,76.1573063539,true
0,14,13.4989711866,75.8017470500,true
0,15,14.1650188968,75.4461877461,true
0,16,14.8310666069,75.0906284422,true
0,17,15.4971143171,74.7350691382,true
0,18,16.1631620273,74.3795098343,true
0,19,16.8292097374,74.0239505304,true
0,20,17.4952574476,73.6683912265,true
0,21,18.1613051577,73.3128319226,true
0,22,18.8273528679,72.9572726187,true
0,23,19.4934005780,72.6017133147,true
0,24,20.1594482882,72.2461540108,true
0,25,20.8254959984,71.8905947069,true
0,26,21.4915437085,71.5350354030,true
0,27,22.1575914187,71.1794760991,true
0,28,22.8236391288,70.8239167951,true
0,29,23.4896868390,70.4683574912,true
0,30,24.1225265328,70.1633400545,true
0,31,24.0605589140,70.9158039972,true
0,32,23.9985912952,71.6682679399,true
0,33,23.9366236764,72.4207318825,true
0,34,23.8746560576,73.1731958252,true
0,35,23.8126884387,73.9256597679,true
0,36,23.7507208199,74.6781237106,true
0,37,23.6887532011,75.4305876533,true
0,38,23.6267855823,76.1830515959,true
0,39,23.5648179635,76.9355155386,true
0,40,23.5028503447,77.6879794813,true
0,41,23.4408827259,78.4404434240,true
0,42,23.3789151071,79.1929073666,true
0,43,23.3169474883,79.9453713093,true
0,44,23.2549798695,80.6978352520,true
0,45,23.1930122507,81.4502991947,true
0,46,23.1310446318,82.2027631373,true
0,47,23.0690770130,82.9552270800,true
0,48,23.0071093942,83.7076910227,true
0,49,22.9451417754,84.4601549654,true
0,50,22.8831741566,85.2126189080,true
0,51,22.8212065378,85.9650828507,true
0,52,22.7592389190,86.7175467934,true
0,53,22.6972713002,87.4700107361,true
0,54,22.6749256456,88.2226694261,true
0,55,22.7294935246,88.9757061565,true
0,56,22.7840614036,89.7287428869,true
0,57,22.8386292826,90.4817796174,true
0,58,22.8931971617,91.2348163478,true
0,59,22.9477650407,91.9878530783,true
0,60,23.0023329197,92.7408898087,true
0,61,23.0569007987,93.4939265391,true
0,62,23.1114686777,94.2469632696,true
0,63,23.1660365567,95.0000000000,true
0,64,23.5894193656,94.8414457700,true
0,65,24.1522580809,94.3382017423,true
0,66,24.7150967961,93.8349577146,true
0,67,25.2779355113,93.3317136868,true
0,68,25.8407742265,92.8284696591,true
0,69,26.4036129418,92.3252256314,true
0,70,26.9664516570,91.8219816036,true
0,71,27.5292903722,91.3187375759,true
0,72,28.0921290874,90.8154935482,true
0,73,28.6549678027,90.3122495204,true
0,74,29.2178065179,89.8090054927,true
0,75,29.7806452331,89.3057614650,true
0,76,30.3434839484,88.8025174372,true
0,77,30.9063226636,88.2992734095,true
0,78,31.4691613788,87.7960293818,true
0,79,32.0320000940,87.2927853540,true
0,80,32.5948388093,86.7895413263,true
0,81,33.1576775245,86.2862972986,true
0,82,33.7205162397,85.7830532708,true
0,83,34.2833549550,85.2798092431,true
0,84,34.8461936702,84.7765652154,true
0,85,35.4090323854,84.2733211876,true
0,86,35.9718711006,83.7700771599,true
0,87,36.5347098159,83.2668331322,true
0,88,37.0975485311,82.7635891044,true
0,89,37.6603872463,82.2603450767,true
0,90,38.2232259615,81.7571010490,true
0,91,38.7860646768,81.2538570212,true
0,92,39.3489033920,80.7506129935,true
0,93,39.9117421072,80.2473689658,true
0,94,40.4745808225,79.7441249380,true
0,95,41.0247426286,79.2821348595,true
0,96,41.2078597513,80.0146033504,true
0,97,41.3909768740,80.7470718413,true
0,98,41.5740939968,81.4795403322,true
0,99,41.7572111195,82.2120088231,true
0,100,41.9403282422,82.9444773140,true
0,101,42.2339367103,83.2970350191,true
0,102,42.7813194308,82.7770214346,true
0,103,43.3287021513,82.2570078501,true
0,104,43.8760848719,81.7369942655,true
0,105,44.4234675924,81.2169806810,true
0,106,44.9708503129,80.6969670965,true
0,107,45.5182330335,80.1769535120,true
0,108,46.0656157540,79.6569399275,true
0,109,46.6044097452,79.8069573267,true
0,110,47.1382833121,80.3408308936,true
0,111,47.6721568789,80.8747044605,true
0,112,48.2060304458,81.4085780273,true
0,113,48.6665056234,81.1284509837,true
0,114,49.0962655547,80.5076866385,true
0,115,49.5260254860,79.8869222933,true
0,116,49.9557854173,79.2661579481,true
0,117,50.4737869221,78.9139382344,true
0,118,51.1879867426,79.1588067443,true
0,119,51.9021865632,79.4036752542,true
0,120,52.6163863837,79.6485437641,true
0,121,53.3305862043,79.8934122740,true
0,122,54.0447860248,80.1382807839,true
0,123,54.7589858454,80.3831492938,true
0,124,55.4731856659,80.6280178037,true
0,125,56.1873854865,80.8728863136,true
0,126,56.9015853070,81.1177548235,true
0,127,57.6157851275,81.3626233334,true
0,128,58.3299849481,81.6074918433,true
0,129,59.0441847686,81.8523603532,true
0,130,59.7583845892,82.0972288631,true
0,131,60.4725844097,82.3420973730,true
0,132,61.1867842303,82.5869658829,true
0,133,61.9009840508,82.8318343928,true
0,134,62.6151838714,83.0767029027,true
0,135,63.3293836919,83.3215714126,true
0,136,64.0435835125,83.5664399225,true
0,137,64.7577833330,83.8113084324,true
0,138,64.9849950324,83.3158879653,true
0,139,65.0429017510,82.5631006230,true
0,140,64.6943646691,81.9031873906,true
0,141,64.3152467101,81.2502620167,true
0,142,63.9361287510,80.5973366427,true
0,143,63.5570107919,79.9444112688,true
0,144,63.1778928329,79.2914858949,true
0,145,62.7987748738,78.6385605209,true
0,146,62.4196569148,77.9856351470,true
0,147,62.0405389557,77.3327097731,true
0,148,61.6614209967,76.6797843991,true
0,149,61.2823030376,76.0268590252,true
0,150,61.9970899784,76.0609016406,true
0,151,62.7498773207,76.1188083592,true
0,152,63.5026646630,76.1767150779,true
0,153,64.2554520053,76.2346217965,true
0,154,65.0082393476,76.2925285152,true
0,155,65.7610266899,76.3504352338,true
0,156,66.5138140322,76.4083419524,true
0,157,67.2666013745,76.4662486711,true
0,158,68.0193887168,76.5241553897,true
0,159,67.7968812376,75.9111020795,true
0,160,67.4736712361,75.2287698542,true
0,161,67.1504612346,74.5464376288,true
0,162,66.8272512331,73.8641054035,true
0,163,66.5040412316,73.1817731781,true
0,164,66.2485932003,72.5440362946,true
0,165,67.0031233871,72.5709838012,true
0,166,67.7576535738,72.5979313079,true
0,167,68.5121837605,72.6248788146,true
0,168,69.2667139473,72.6518263212,true
0,169,70.0212441340,72.6787738279,true
0,170,70.7757743207,72.7057213346,true
0,171,71.5303045075,72.7326688412,true
0,172,72.2848346942,72.7596163479,true
0,173,73.0393648809,72.7865638546,true
0,174,73.7938950677,72.8135113612,true
0,175,74.5484252544,72.8404588679,true
0,176,75.3029554411,72.8674063746,true
0,177,76.0574856279,72.8943538812,true
0,178,76.8120158146,72.9213013879,true
0,179,77.5665460013,72.9482488946,true
0,180,78.3210761881,72.9751964013,true
0,181,79.0756063748,73.0021439079,true
0,182,79.8301365615,73.0290914146,true
0,183,80.5846667483,73.0560389213,true
0,184,81.3391969350,73.0829864279,true
0,185,82.0937271217,73.1099339346,true
0,186,82.8482573085,73.1368814413,true
0,187,83.6027874952,73.1638289479,true
0,188,84.3555677979,73.1249759975,true
0,189,85.1075992258,73.0579632960,true
0,190,85.8596306538,72.9909505945,true
0,191,86.6116620818,72.9239378930,true
0,192,87.3636935097,72.8569251915,true
0,193,88.1157249377,72.7899124900,true
0,194,88.8677563657,72.7228997885,true
0,195,89.6197877936,72.6558870870,true
0,196,90.3718192216,72.5888743855,true
0,197,91.1238506496,72.5218616840,true
0,198,91.8758820775,72.4548489825,true
0,199,92.6279135055,72.3878362810,true
0,200,93.3799449335,72.3208235795,true
0,201,94.1319763614,72.2538108780,true
0,202,94.0809392479,71.9251383600,true
0,203,93.5127353853,71.4279599802,true
0,204,92.9445315226,70.9307816004,true
0,205,92.3763276600,70.4336032207,true
0,206,91.8081237974,69.9364248409,true
0,207,91.2399199348,69.4392464611,true
0,208,90.6717160722,68.9420680813,true
0,209,90.1035122096,68.4448897015,true
0,210,89.5353083470,67.9477113217,true
0,211,88.9671044844,67.4505329420,true
0,212,88.3989006218,66.9533545622,true
0,213,87.8306967592,66.4561761824,true
0,214,87.2624928966,65.9589978026,true
0,215,86.6942890339,65.4618194228,true
0,216,86.1260851713,64.9646410430,true
0,217,85.5578813087,64.4674626633,true
0,218,84.9896774461,63.9702842835,true
0,219,84.4214735835,63.4731059037,true
0,220,83.8532697209,62.9759275239,true
0,221,83.2850658583,62.4787491441,true
0,222,82.7168619957,61.9815707643,true
0,223,82.1486581331,61.4843923846,true
0,224,81.5804542705,60.9872140048,true
0,225,81.0122504078,60.4900356250,true
0,226,80.4440465452,59.9928572452,true
0,227,79.8758426826,59.4956788654,true
0,228,79.3076388200,58.9985004856,true
0,229,78.7394349574,58.5013221059,true
0,230,78.1712310948,58.0041437261,true
0,231,77.6030272322,57.5069653463,true
0,232,77.0348233696,57.0097869665,true
0,233,76.4666195070,56.5126085867,true
0,234,75.8984156444,56.0154302069,true
0,235,75.3302117818,55.5182518272,true
0,236,74.7620079191,55.0210734474,true
0,237,74.1938040565,54.5238950676,true
